Category,Name,Neighborhood,Vicinity,Off-route (mi),Miles to finish
restaurant,Juice Junction,New Brunswick,"111 Somerset Street, New Brunswick",0.53,27.79
restaurant,Efes Cafe,New Brunswick,"34 Easton Avenue, New Brunswick",0.55,27.79
restaurant,Efes Mediterranean Gril,New Brunswick,"32 Easton Avenue, New Brunswick",0.54,27.79
restaurant,Destination Dogs,New Brunswick,"101 Paterson Street, New Brunswick",0.71,27.79
water,"Fusion H2o LLC, IV Hydration Spa",New Brunswick,"37 Easton Ave Suite 200-152, New Brunswick",0.52,27.78
restaurant,Noodle Gourmet 香港麵家,New Brunswick,"43 Easton Avenue, New Brunswick",0.54,27.72
restaurant,Barça City Cafe & Bar,New Brunswick,"47 Easton Avenue, New Brunswick",0.54,27.71
restaurant,Evelyn's Restaurant,New Brunswick,"45 Easton Avenue, New Brunswick",0.54,27.71
water,Magic Fountain,New Brunswick,"200 Somerset St, New Brunswick",0.79,27.71
restaurant,Stuff Yer Face,New Brunswick,"49 Easton Avenue, New Brunswick",0.53,27.7
restaurant,Starbucks,New Brunswick,"38 College Avenue, New Brunswick",0.44,27.69
restaurant,Hidden Grounds Chai & Coffee House,New Brunswick,"106 Easton Avenue, New Brunswick",0.58,27.66
cafe,cafe west,New Brunswick,"15 Seminary Place, New Brunswick",0.3,27.66
restaurant,Pizza City,New Brunswick,"145 Easton Avenue, New Brunswick",0.6,27.66
restaurant,Tropical Smoothie Cafe,New Brunswick,"88 Easton Avenue, New Brunswick",0.57,27.66
restaurant,BIG BULLY BITES,New Brunswick,"152 Easton Avenue, New Brunswick",0.62,27.66
restaurant,Diesel and Duke,New Brunswick,"139 Easton Avenue, New Brunswick",0.6,27.66
restaurant,R.U. Grill & Pizza,New Brunswick,"142 Easton Avenue, New Brunswick",0.62,27.66
restaurant,Hansel 'n Griddle,New Brunswick,"130 Easton Avenue, New Brunswick",0.6,27.66
restaurant,Playa Bowls,New Brunswick,"53 Mine Street, New Brunswick",0.55,27.66
park,Johnson Park Baseball and Softball,Highland Park,"Johnson Park Road, Highland Park",0.07,27.58
park,Johnson Park Grove 1,Piscataway,Piscataway,0.02,27.4
park,Johnson Park Horse Training Track,Piscataway,"Johnson Park Road, Piscataway",,27.39
park,Johnson Park - Grove 2,Piscataway,"Unnamed Road, Piscataway",0.1,27.35
park,Deiner Park,New Brunswick,"619 George Street, New Brunswick",0.2,27.33
park,Johnson Park - Grove 3,Piscataway,Piscataway,0.01,27.3
restaurant,Panera Bread,New Brunswick,"126 College Avenue, New Brunswick",0.4,27.27
restaurant,Wendy's,New Brunswick,"126 College Avenue, New Brunswick",0.4,27.27
restaurant,Subway,New Brunswick,"126 College Avenue 178 & 178A, New Brunswick",0.4,27.27
restaurant,Brower Commons,New Brunswick,"145 College Avenue, New Brunswick",0.32,27.27
restaurant,Olive Branch featuring Las Delicias Tex Mex Grill,New Brunswick,"37 Bartlett Street, New Brunswick",0.49,27.25
restaurant,Sahara Restaurant,New Brunswick,"165 Easton Avenue, New Brunswick",0.6,27.23
restaurant,P J's Grill & Pizza,New Brunswick,"166 Easton Avenue, New Brunswick",0.62,27.23
park,Delaware & Raritan Canal,Piscataway,"Johnson Park, Johnson Park Road, Piscataway",0.01,27.22
park,Johnson Park,Piscataway,"Johnson Park Road, Piscataway",,27.17
park,Johnson Park - Grove 4,Piscataway,Piscataway,0.02,27.04
park,Outdoor Pull Up and Dip Station Park,New Brunswick,"14 Lafayette Street, New Brunswick",0.27,26.82
restaurant,Scarlet 158 Restaurant,New Brunswick,"158 Louis Street, New Brunswick",0.74,26.79
cafe,Friend's Cafe,New Brunswick,"52 Robinson Street, New Brunswick",0.74,26.79
restaurant,Namli Mediterranean & Turkish Cuisine,New Brunswick,"88 Central Avenue, New Brunswick",0.74,26.79
park,Pavillion,New Brunswick,New Brunswick,0.22,26.76
park,Buccleuch Park,New Brunswick,"321 Easton Avenue, New Brunswick",0.29,26.74
park,Johnson Park,Piscataway,"River Road, Piscataway",0.02,26.72
park,Rutgers Lake,New Brunswick,"1001 George Street, New Brunswick",0.11,26.72
restaurant,Gerlanda's Pizza,Piscataway,"604 Bartholomew Road, Piscataway",0.9,26.5
restaurant,Szechwan Ichiban,Piscataway,"604 Bartholomew Road Suite 152, Piscataway",0.89,26.5
restaurant,Busch Faculty Dining Hall,Piscataway,"Rutgers–New Brunswick, 608 Bartholomew Road, Piscataway",0.84,26.5
restaurant,Pizza Hut Express,Piscataway,"1 Scarlet Knight Way Rutgers Football Stadium (shi, Piscataway",0.23,26.5
park,Johnson Park Health Trail,Piscataway,"Johnson Drive, Piscataway",0.17,26.41
park,Johnson Park - Grove 5,Piscataway,"Johnson Drive, Piscataway",0.13,26.4
restaurant,Restaurant Yolanda’s: Saint Peter's University Hospital,New Brunswick,"254 Easton Avenue, New Brunswick",0.53,26.29
park,Delaware & Raritan Canal State Park Trail,Piscataway,"Delaware and Raritan Canal State Park Trail, Piscataway",,26.28
park,Hawthorne Park,Somerset,"Hawthorne Drive, Somerset",0.73,26.28
park,Consovoy Park,Somerset,"12 Pinegrove Avenue, Somerset",0.63,26.14
park,Freda Marden Common D&R Canal State Park,Somerset,Somerset,0.18,25.89
park,Arlington Park,Somerset,"30 Arlington Avenue, Somerset",0.3,25.82
park,Castleton Park,Somerset,"32 Castleton Avenue, Somerset",0.13,25.44
park,Castleton,Franklin Township,Franklin Township,0.18,25.4
restaurant,Steve's Pizza,Somerset,"900 Easton Avenue, Somerset",0.15,25.22
restaurant,IHOP,Somerset,"900 Easton Avenue, Somerset",0.09,25.2
park,Barbecue deck @ Park,Somerset,"1 John F Kennedy Boulevard, Somerset",0.39,25.16
park,Dogs Park @ Park,Somerset,"1 John F Kennedy Boulevard, Somerset",0.38,25.14
restaurant,McDonald's,Franklin Township,"940 Easton Avenue, Franklin Township",0.12,25.06
restaurant,Wendy's,Somerset,"935 Easton Avenue, Somerset",0.06,25.06
restaurant,Bhog Indian Restaurant,Somerset,"2 John F Kennedy Boulevard, Somerset",0.21,24.97
park,Marconi Memorial Park,Somerset,"1000 Easton Avenue, Somerset",0.14,24.97
restaurant,Somerset Diner,Somerset,"1045 Easton Avenue #1625, Somerset",0.06,24.96
park,In memory of Julian Zammit,Somerset,"1045 County Road 527, Somerset",,24.92
restaurant,McDonald's,Somerset,"1065 Easton Avenue, Somerset",0.08,24.87
restaurant,Dunkin',Somerset,"1067 Easton Avenue, Somerset",0.08,24.86
restaurant,China Chefs,Somerset,"1075 Easton Avenue, Somerset",0.05,24.86
restaurant,Pooja Exotic Indian Cuisine,Somerset,"1075 Easton Avenue, Somerset",0.05,24.85
restaurant,Fast Bagel - Somerset,Somerset,"1075 Easton Avenue, Somerset",0.05,24.84
restaurant,Bella Pizza 2,Somerset,"1075 Easton Avenue, Somerset",0.05,24.84
restaurant,Village Plaza,Somerset,"1075 Easton Avenue, Somerset",0.06,24.83
restaurant,Mezza Luna ||,Somerset,"1075 Easton Avenue #10, Somerset",0.05,24.8
restaurant,Amer-Fil Foodmart,Somerset,"1075 Easton Avenue # 1, Somerset",0.06,24.77
restaurant,Krispy Krunchy Chicken,Somerset,"1101 Easton Avenue, Somerset",0.1,24.77
restaurant,Jimmy's Pizza,Somerset,"1135 Easton Avenue, Somerset",0.08,24.73
restaurant,Thai Lanna,Somerset,"1135 Easton Avenue, Somerset",0.09,24.73
restaurant,Zanders Hot Chicken,Somerset,"1135 Easton Avenue # 7, Somerset",0.09,24.73
restaurant,Galata Doner & Kebab,Somerset,"1135 Easton Avenue Unite 8, Somerset",0.09,24.73
park,Rutgers Heights,Franklin Township,Franklin Township,0.72,24.72
park,Rutgers Heights Park,Somerset,"125 Emerson Road, Somerset",0.72,24.71
restaurant,Taco Bell,Somerset,"1135 Easton Avenue, Somerset",0.07,24.69
park,Kroeger Park,Piscataway,"1217_821_1.01, 5281 Witherspoon Street, Piscataway",0.92,24.29
park,Raritan river nature path,Somerset,"1289 Easton Avenue, Somerset",,24.27
park,Delaware & Raritan Canal State Park Trail - Demott Ln,Somerset,"Demott Lane, Somerset",,24.26
park,Meadows,Somerset,Somerset,0.08,24.24
park,Dunham Lebed,Franklin Township,Franklin Township,0.77,24.23
park,Dunham Lebed Park,Somerset,"64 15th Street, Somerset",0.77,24.19
park,Holmes Marshall Park,Piscataway,Piscataway,0.29,24.17
restaurant,Hong Kong Garden,Somerset,"1760 Easton Avenue # 4, Somerset",0.08,23.16
restaurant,Cafe Alfredo’s,Somerset,"1760 Easton Avenue, Somerset",0.08,23.16
restaurant,Desi Kitchen,Somerset,"1760 Easton Avenue, Somerset",0.08,23.16
restaurant,Khana Khazana,Somerset,"Khana Khazana, 1760 Easton Avenue, Somerset",0.08,23.16
restaurant,Dunkin',Somerset,"1760 Easton Avenue, Somerset",0.09,23.15
restaurant,Twenty/20 Taphouse Somerset,Somerset,"18 Cedar Grove Lane, Somerset",0.2,23.14
restaurant,Lubrano's Pizzeria,Somerset,"1830 Easton Avenue, Somerset",0.08,23.06
cafe,Lisa's Cafe,Somerset,"2 Worlds Fair Drive 2nd Floor, Somerset",0.09,22.93
restaurant,Safwa Coffee & Teahouse,Somerset,"149 Pierce Street Unit 4, Somerset",0.82,22.85
restaurant,Chef X,Somerset,"149 Pierce Street, Somerset",0.82,22.85
restaurant,Ichiban Japanese Fusion Cuisine,Somerset,"149 Pierce Street, Somerset",0.82,22.85
park,Riverside Park,Piscataway,"430 River Road, Piscataway",0.18,22.75
restaurant,Seasonz Restaurant and Bar,Somerset,"200 Atrium Drive, Somerset",0.38,22.64
park,Five Mile Lock - D&R Canal State Park Trail,South Bound Brook,"Delaware and Raritan Canal State Park Trail, South Bound Brook",,22.64
restaurant,The Bistro - Eat. Drink. Connect.®,Somerset,"250 Davidson Avenue, Somerset",0.72,22.56
restaurant,Ruby Tuesday,Somerset,"250 Davidson Avenue, Somerset",0.72,22.55
restaurant,MrBeast Burger,Somerset,"250 Davidson Avenue, Somerset",0.72,22.55
park,LCA,Somerset,"220 Davidson Avenue, Somerset",0.53,22.51
restaurant,Distrikt 7 Restaurant & Bar,Somerset,"110 Davidson Avenue, Somerset",0.19,22.48
park,"Abstracte Technologies, Inc",Somerset,"150 Franklin Square Drive, Somerset",0.65,22.47
park,Nassau Park,Somerset,"595 Nassau Avenue, Somerset",0.66,22.17
park,Nassau Park,Franklin Township,Franklin Township,0.62,22.16
park,Nassau Park Buffer,Somerset,Somerset,0.57,22.09
park,Wynnwood Park,Piscataway,"201 Crestwood Street, Piscataway",0.82,21.95
park,Maple Avenue Park,South Bound Brook,"121 Maple Avenue, South Bound Brook",0.26,21.67
restaurant,Pancho's Mexican Grill,South Bound Brook,"83 Main Street, South Bound Brook",0.21,21.43
restaurant,Tasty Kitchen,South Bound Brook,"89 Main Street, South Bound Brook",0.21,21.43
restaurant,Delights of Grace,South Bound Brook,"72 Main Street, South Bound Brook",0.22,21.39
restaurant,Domino's Pizza,South Bound Brook,"60c Main Street C, South Bound Brook",0.21,21.33
restaurant,Kabab Paradise,South Bound Brook,"60 Main Street, South Bound Brook",0.21,21.32
restaurant,Golden Star Chinese Restaurant,South Bound Brook,"60 Main Street, South Bound Brook",0.22,21.31
restaurant,QuickChek,South Bound Brook,"55 Main Street, South Bound Brook",0.14,21.3
restaurant,Q Coffee,South Bound Brook,"55 Main Street, South Bound Brook",0.15,21.3
park,Delaware & Raritan Canal State Park Trail,South Bound Brook,"Washington Street, South Bound Brook",,21.27
restaurant,7-Eleven,Middlesex,"99 Lincoln Boulevard, Middlesex",0.35,21.23
restaurant,Joe's Meat Market,South Bound Brook,"28 Main Street, South Bound Brook",0.13,21.16
park,Billian Legion Park,Bound Brook,"548 East Main Street, Bound Brook",0.33,21.11
park,Delaware & Raritan Canal State Park Trail - Main St,South Bound Brook,"Main Street, South Bound Brook",,21.07
park,Green Brook Park - Comp,Bound Brook,Bound Brook,0.71,21.03
restaurant,Garibaldi's Restaurant,Bound Brook,"7 East Street, Bound Brook",0.2,21.01
restaurant,Lou's Eatery & Subs,Bound Brook,"421 East Main Street #2031, Bound Brook",0.18,21.0
restaurant,Crown Fried Chicken & Grill (Halal),Bound Brook,"418 East Main Street, Bound Brook",0.17,20.98
restaurant,Mama Rosina's,Bound Brook,"350 East Main Street, Bound Brook",0.15,20.96
park,D&R Canal Parking Lot - Lock 11,South Bound Brook,"169 Canal Road, South Bound Brook",0.02,20.92
park,Memorial Park,South Bound Brook,"78 Elizabeth Street, South Bound Brook",0.3,20.92
park,"Delaware and Raritan Canal State Park Trail, South Bound Brook, NJ",South Bound Brook,"169 Canal Road, South Bound Brook",0.05,20.91
restaurant,Trackside Bar & Grille,Bound Brook,"204 Main Street, Bound Brook",0.17,20.87
park,Officer Sam Kriney Memorial Park,Bound Brook,"208 East Main Street, Bound Brook",0.17,20.87
restaurant,Dunkin',Bound Brook,"109 East Main Street Ste 111, Bound Brook",0.2,20.85
restaurant,@ The Wine Room,Bound Brook,"12 Church Street, Bound Brook",0.22,20.81
park,Memorial Park,South Bound Brook,South Bound Brook,0.27,20.81
restaurant,Stan's Chitch's Cafe,Bound Brook,"14 Columbus Place, Bound Brook",0.24,20.66
restaurant,Pride Protein,Bound Brook,"311 West Union Avenue, Bound Brook",0.76,20.61
restaurant,28 BBQ,Bound Brook,"303 West Union Avenue, Bound Brook",0.75,20.61
restaurant,Golden Corner Diner,Bound Brook,"313 West Union Avenue, Bound Brook",0.76,20.61
restaurant,Rancho Mateo of Bound Brook,Bound Brook,"200 Talmage Avenue, Bound Brook",0.25,20.6
restaurant,Dunkin',Bound Brook,"404 West Union Avenue, Bound Brook",0.75,20.56
restaurant,Panatieri's Pizza & Pasta,Bound Brook,"404 West Union Avenue, Bound Brook",0.75,20.56
restaurant,Q Espresso Bar,Bound Brook,"461 West Union Avenue, Bound Brook",0.86,20.55
park,Maltex,Bound Brook,"215 West Main Street, Bound Brook",0.23,20.55
park,Mariposa Park,Bound Brook,"215 West Main Street, Bound Brook",0.24,20.51
restaurant,Girasole,Bound Brook,"502 West Union Avenue, Bound Brook",0.91,20.46
park,Codrington Park,Bound Brook,"200 Thompson Avenue, Bound Brook",0.78,20.44
restaurant,Puerto Viejo Restaurant,Bound Brook,"528 West Union Avenue, Bound Brook",0.93,20.43
restaurant,Las Delicias Bakery,Bound Brook,"536 West Union Avenue, Bound Brook",0.95,20.41
park,Director of Recreation,Bound Brook,"211 Thompson Avenue, Bound Brook",0.74,20.39
park,Middle Brook Park,Bound Brook,Bound Brook,0.72,20.27
water,Target,Bridgewater,"200 Promenade Blvd, Bridgewater",0.76,20.18
restaurant,Deer Park Bottled Water Delivery Somerset,Somerset,"501 Cottontail Ln, Somerset",0.52,19.59
park,Delaware & Raritan Canal State Park Trail,Somerset,"Weston Canal Road, Somerset",0.02,18.81
restaurant,Farmer's Fridge,Somerset,"Located in the back breakroom, 601 Randolph Road Back, Somerset",0.23,18.73
park,Tamaqua Park,Somerset,"567 Weston Canal Road, Somerset",0.09,18.52
park,Cooper Street Park,Manville,Manville,0.4,18.49
park,Huff Avenue Sports Complex,Manville,Manville,0.38,18.48
park,Cooper Street Park. Walking,Manville,Manville,0.28,18.47
restaurant,Subway,Manville,"100 North Main Street, Manville",0.76,18.13
park,Players Development Academy,Somerset,"Delaware and Raritan Canal State Park Trail, Somerset",0.27,18.11
park,Haran Avenue Park,Manville,"Haran Avenue, Manville",0.6,17.37
restaurant,Pizza 'n Pasta,Manville,"930 South Main Street, Manville",0.44,17.13
park,Charlie Schulz Memorial Bench,Hillsborough Township,"Delaware and Raritan Canal State Park Trail, Hillsborough Township",,15.99
park,Perennial Garden,Somerset,Somerset,0.17,15.96
park,Colonial Park,Somerset,"156 Mettlers Rd, Somerset",0.64,15.95
park,Delaware & Raritan Canal State Park Trail - Colonial Park,Somerset,"Mettlers Road, Somerset",,15.84
park,Colonial Park Gardens,Somerset,"156 Mettlers Road, Somerset",0.1,15.84
park,Rudolf W. van der Goot Rose Garden,Somerset,"156 Mettlers Road Lot A, Somerset",0.15,15.82
park,Colonial Dog Park,Somerset,"165 Mettlers Road, Somerset",0.35,15.71
park,Delaware & Raritan Canal State Park Trail - Amwell Road,Somerset,"Parking lot, Delaware and Raritan Canal State Park Trail, Somerset",,15.23
park,Delaware & Raritan Canal Trail Access,Somerset,"2378 Amwell Road, Somerset",0.01,15.22
park,"D&R Canal, East Millstone Park",Somerset,"11-15 Market Street, Somerset",0.02,15.11
park,East Millstone,Franklin Township,Franklin Township,0.02,15.11
restaurant,Sunrise Creek Bagels & Deli - East Millstone,Somerset,"30 Market Street, Somerset",0.01,15.05
park,Borough Park,Hillsborough Township,Hillsborough Township,0.66,14.91
park,Delaware & Raritan Canal State Park Trail - Blackwells Mills Rd,Somerset,"Blackwells Mills Road, Somerset",0.03,13.0
park,"Six Mile Run Park - Mtn Bike, Hike, Equestrian",Somerset,Somerset,0.09,12.92
park,Steeple Dr,Hillsborough Township,"26 Steeple Drive, Hillsborough Township",0.45,11.81
park,Sun Set spot - Franklin Park,Somerset,"121 Suydam Road, Somerset",0.35,11.67
park,T&C Preservation Land,Franklin Park,Franklin Park,0.39,11.41
park,Franklin Park,Princeton,"825 Canal Road, Princeton",0.23,11.31
park,Near Mulford Lane,Hillsborough Township,"55 Surrey Drive, Hillsborough Township",0.98,11.26
park,Southwoods Road Park,Hillsborough Township,Hillsborough Township,1.07,11.05
park,Conservation Area,Franklin Park,"136 Butler Road, Franklin Park",0.32,10.96
park,Butler Road Natural Area,Franklin Park,"136 Butler Road, Franklin Park",0.76,10.92
park,Canal Park,Princeton,Princeton,0.06,9.73
park,Delaware & Raritan Canal State Park Trail - Griggstown Causeway,Belle Mead,"Griggstown Causeway, Belle Mead",,9.31
park,Princeton Highlands / Canal,Princeton,Princeton,0.32,9.12
park,John Clyde Native Grassland Preserve,Princeton,Princeton,0.22,9.1
park,Community Garden,Montgomery,Montgomery,0.27,7.2
restaurant,Genteel's Brick Oven Pizza & Ristorante,Skillman,"1378 U.S. 206, Skillman",0.91,6.9
restaurant,Subway,Skillman,"1378 U.S. 206, Skillman",0.91,6.9
restaurant,Ricky's Thai Skillman,Skillman,"1378 U.S. 206, Skillman",0.9,6.9
restaurant,Beniamino's Cucina & Pizza,Skillman,"1325 U.S. 206 Ste 3, Skillman",0.77,6.88
restaurant,Starbucks,Princeton,"1320 Van Horne Road, Princeton",0.87,6.86
restaurant,Ya Ya Noodles Chinese Restaurant,Skillman,"1325 U.S. 206, Skillman",0.72,6.85
restaurant,Sushi John,Skillman,"1325 U.S. 206, Skillman",0.72,6.84
restaurant,Sahara Restaurant,Skillman,"1325 U.S. 206 #9, Skillman",0.72,6.84
bike_shop,Halter's Cycles,Skillman,"1325 U.S. 206 #29, Skillman",0.82,6.82
restaurant,Wawa,Skillman,"1273 U.S. 206, Skillman",0.84,6.82
restaurant,The Tiger's Tale,Skillman,"1290 U.S. 206, Skillman",0.88,6.82
restaurant,Krsna Restaurants,Skillman,"1325 U.S. 206, Skillman",0.82,6.82
restaurant,Jersey Mike's Subs,Skillman,"1320 Van Horne Road, Skillman",0.87,6.82
cafe,Unique Eats Café,Princeton,"1225 State Road, Princeton",0.85,6.75
restaurant,Princeton Café,Princeton,"1255 State Road, Princeton",0.87,6.75
restaurant,Bagel Barn & Deli,Princeton,"1225 State Road, Princeton",0.84,6.75
restaurant,Midori Sushi,Princeton,"1225 U.S. 206, Princeton",0.87,6.75
restaurant,Alfonso's Pizzeria & Restaurant,Princeton,"1225 State Road, Princeton",0.85,6.75
restaurant,Burger King,Princeton,"1183 U.S. 206, Princeton",0.94,6.75
restaurant,TripT food LLC,Princeton,"1225 State Road # 16, Princeton",0.85,6.75
park,Crescent Point Park,Rocky Hill,Rocky Hill,0.3,6.74
park,Point Park,Rocky Hill,Rocky Hill,0.46,6.68
park,Millstone Park,Rocky Hill,"30 Skillman Avenue, Rocky Hill",0.23,6.67
park,Van Horne Park,Rocky Hill,"5 Crescent Avenue B4, Rocky Hill",0.81,6.65
restaurant,BUY THE CUP,Rocky Hill,"130 Washington Street, Rocky Hill",0.25,6.55
restaurant,Historic Rocky Hill Inn & Tavern,Rocky Hill,"137 Washington Street, Rocky Hill",0.26,6.54
restaurant,ONE 53,Rocky Hill,"153 Washington Street, Rocky Hill",0.23,6.51
park,Panicaro Park,Rocky Hill,Rocky Hill,0.2,6.34
park,D & R Canal - Rocky Hill,Rocky Hill,"Washington Street, Rocky Hill",0.01,6.27
park,Sweet Meadow Hives,Kingston,"61 Laurel Avenue, Kingston",0.11,4.79
restaurant,Sushi Palace,Princeton,"Kingston Mall 4437, 4437 New Jersey 27, Princeton",0.97,4.77
restaurant,Kings Salads,Princeton,"4437 New Jersey 27, Princeton",0.96,4.77
restaurant,Prince Tea House,Princeton,"4437 New Jersey 27, Princeton",0.96,4.76
restaurant,Ming's Garden,Princeton,"8715 4437 New Jersey 27, Princeton",0.96,4.76
park,Kingston School Park,Kingston,"25 Laurel Avenue, Kingston",0.19,4.67
restaurant,Tino’s Tazza,Kingston,"4428 New Jersey 27, Kingston",0.27,4.63
restaurant,Tino’s Artisan Pizza Co.,Kingston,"4581 New Jersey 27, Kingston",0.22,4.62
restaurant,Mercato Ristorante at Gennaro's,Kingston,"4587 New Jersey 27, Kingston",0.2,4.61
restaurant,Gennaro's Italian Market & Catering,Kingston,"4587 New Jersey 27, Kingston",0.21,4.61
park,John W. Flemer Preserve,Kingston,"4621 New Jersey 27, Kingston",0.03,4.47
park,Barbara Smoyer Park,Princeton,"500 Snowden Lane, Princeton",0.84,4.41
park,Gulick Farm Trail,Princeton,"Gulick Farm Trails, Princeton",0.36,4.4
park,Gulick Preserve,Princeton,Princeton,0.26,4.4
park,Kingston Lock @ D&R Canal State Park,Princeton,"10-58 Old Lincoln Highway, Princeton",,4.37
restaurant,Eno Terra Restaurant & Enoteca,Kingston,"4484 New Jersey 27, Kingston",0.05,4.36
park,Princenton Bicycle Trail,Kingston,"39 Old Lincoln Highway, Kingston",0.03,4.35
park,Delaware & Raritan Canal State Park Trail - Kingston,Princeton,"10-58 Old Lincoln Highway, Princeton",,4.32
park,Cook Natural Area Heathcote Road Access,Princeton,"22-32 Heathcote Road, Princeton",0.43,4.29
park,Education Center,Princeton,"145 Mapleton Road, Princeton",0.26,4.11
park,D&R Canal State Park Headquarters,Princeton,"145 Mapleton Road, Princeton",0.26,4.1
park,Mapleton Preserve,Princeton,"145 Mapleton Road, Princeton",0.24,4.07
park,Flemer Arboretum,Princeton,"145 Mapleton Road, Princeton",0.26,4.05
park,Lake Carnegie Regatta Viewing Stand & Finish Line,Princeton,Princeton,0.16,3.84
park,Lake Carnegie Park,Princeton,"875 Princeton - Kingston Road, Princeton",0.18,3.78
park,Delaware and Raritan Canal State Park,Princeton,"kingston loc d&r canal state park, 10-58 Old Lincoln Highway, Princeton",,3.71
park,Princeton Abbey & Cemetery,Princeton,"75 Mapleton Road, Princeton",0.16,3.22
restaurant,Ruth's Chris Steak House,Princeton,"2 Village Boulevard, Princeton",0.66,3.19
restaurant,Sarava USA Inc,Princeton,"116 Village Boulevard, Princeton",0.65,3.14
park,Edgewater Park,Princeton,"116 Village Boulevard, Princeton",0.65,3.14
restaurant,The Mauryas,Princeton,"115 Main Street, Princeton",0.61,3.13
restaurant,Parallel 40,Princeton,"201 Village Boulevard, Princeton",0.7,3.13
cafe,Bon Appétit,Princeton,"100 Main Street, Princeton",0.64,3.12
restaurant,Valentino's Pizzeria & Trattoria,Princeton,"110 Rockingham Row, Princeton",0.62,3.12
restaurant,Village Grille,Princeton,"110 Rockingham Row, Princeton",0.62,3.12
restaurant,China Chen,Princeton,"110 Rockingham Row, Princeton",0.62,3.12
restaurant,Teriyaki Boy,Princeton,"110B Rockingham Row, Princeton",0.63,3.11
restaurant,Gallery Cafe at 206,Princeton,"1100 Campus Road, Princeton",0.84,2.8
park,Millstone Aqueduct and footbridge,Princeton,Princeton,0.01,2.11
park,Delaware and Raritan Canal State Park Trail - Mapleton Rd,Princeton,Princeton,0.02,2.11
restaurant,A2B Indian Veg Restaurant - Princeton,Princeton,"3817 U.S. Route 1, Princeton",0.19,2.1
park,Butler Picnic Area,Princeton,"Hartley Avenue, Princeton",0.38,1.78
restaurant,Metro North,Princeton,"378 Alexander Street, Princeton",0.45,1.09
park,Turning Basin Park,Princeton,"523 Alexander Road, Princeton",0.58,1.09
park,West Windsor Township,Princeton Junction,Princeton Junction,0.92,1.09
park,D&R Canal Trail Pedestrian Crossing,Princeton,"Delaware and Raritan Canal State Park Trail, Princeton",,1.09
park,Delaware & Raritan Canal State Park Trail - Alexander Rd,Princeton,"523 Alexander Road, Princeton",0.56,1.09
park,Nash park,West Windsor Township,West Windsor Township,0.74,1.09
cafe,Chemistry CaFe,Princeton,Princeton,0.06,0.74
park,Poe Field,Princeton,Princeton,0.16,0.65
restaurant,Wawa,Princeton,"152 Alexander Street, Princeton",0.39,0.63
restaurant,Genomics Cafe,Princeton,"Rivers Way, Princeton",0.04,0.62
restaurant,Studio 34,Princeton,"1967 Hall, Princeton",0.16,0.58
restaurant,The Dinky Bar & Kitchen,Princeton,"94 University Place, Princeton",0.34,0.49
restaurant,Cafe Vivian,Princeton,"Frist Campus Center, Princeton",0.04,0.45
restaurant,Witherspoon Cafe,Princeton,"Frist Campus Center, Princeton",0.04,0.45
restaurant,Frist Food Gallery,Princeton,"Princeton University, Frist Campus Center, Princeton",0.04,0.45
cafe,The Coffee Club,Princeton,"5 Prospect Avenue, Princeton",0.03,0.41
park,Prospect Gardens,Princeton,Princeton,0.11,0.4
restaurant,Prospect House & Garden,Princeton,"Washington St, Princeton",0.1,0.38
restaurant,Shultz Cafe,Princeton,"Rivers Way, Princeton",0.05,0.35
park,Fountain of Freedom,Princeton,"Washington Road, Princeton",0.04,0.33
park,Harrison Street Park,Princeton,"31 North Harrison Street, Princeton",0.64,0.33
park,Harrison Street Park,Princeton,Princeton,0.63,0.33
restaurant,EQuad Cafe,Princeton,"Engineering Quadrangle, Princeton",0.26,0.32
restaurant,Atrium Cafe,Princeton,"Rivers Way, Princeton",0.05,0.3
restaurant,7-Eleven,Princeton,"259 Nassau Street, Princeton",0.37,0.25
bike_shop,Jay's Cycles,Princeton,"249 Nassau Street, Princeton",0.32,0.23
restaurant,Tiger Tea Room,Princeton,"Firestone Library, Washington Road, Princeton",0.04,0.22
restaurant,"Ficus | Restaurant, Cafe & Gallery",Princeton,"235 Nassau Street A, Princeton",0.26,0.22
restaurant,EFES Mediterranean Grill Princeton,Princeton,"235 Nassau Street Unit B, Princeton",0.27,0.22
restaurant,Thai Village,Princeton,"235 Nassau Street Ste C, Princeton",0.27,0.22
restaurant,Blue Point Grill,Princeton,"258 Nassau Street, Princeton",0.34,0.21
restaurant,Hoagie Haven,Princeton,"242 Nassau Street, Princeton",0.3,0.21
restaurant,Ivy Inn,Princeton,"Ivy Inn, 248 Nassau Street, Princeton",0.32,0.21
restaurant,Pizza Den,Princeton,"242 Nassau Street, Princeton",0.3,0.21
restaurant,Small World Coffee,Princeton,"254 Nassau Street, Princeton",0.34,0.2
restaurant,Tiger Noodles,Princeton,"252 Nassau Street, Princeton",0.33,0.2
restaurant,Nassau Sushi,Princeton,"179 Nassau Street, Princeton",0.07,0.2
restaurant,Nassau Street Seafood & Produce Co.,Princeton,"256 Nassau Street, Princeton",0.35,0.2
park,David Bradford Park on Pine St,Princeton,"53 Pine Street, Princeton",0.39,0.18
park,Quarry Park,Princeton,"Spruce Street, Princeton",0.58,0.18
restaurant,Mehek live Catering,Princeton,"164 Nassau Street, Princeton",0.04,0.17
park,Barbara Boggs Sigmund Park,Princeton,"Barbara Boggs Sigmund Park, 53 Chestnut St, Princeton",0.38,0.17
